"bid","bfase","bnpos","bapos","bnneut","baneut","bnneg","baneg","bsync","bsyncpos","bsyncneut","bsyncneg"
"C3A02","Avioncito",0,1,1,0,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,NA,0,NA,1,NA,NA,NA,NA,NA
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,0,NA,1,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,0,NA,1,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",NA,1,NA,0,NA,0,NA,NA,NA,NA
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,1,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,1,0,0,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,0,0,1,1,1,0,0,1
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,1,0,0,0,0,1,1,0,0
"C3A02","Avioncito",1,0,0,0,0,1,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",1,0,0,1,0,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,0,1,1,0,0,0,0,0
"C3A02","Avioncito",0,0,1,1,0,0,1,0,1,0
